Pinyin,Wade-Giles,Romatzyh
waibi,waipi,waybih
waibu,waipu,waybuh
waichu,waichu,waychu
waiguan,waikuan,wayguan
waike,waiko,wayke
wailai,wailai,waylai
waitou,waitou,waytou
waiyi,waii,wayi
waizi,waitzu,waytzy
wanqu,wanchu,uanchiu
wanpi,wanpi,wanpyi
wanqiang,wanchiang,wanchyang
wanghou,wanghou,wanghow
wangzi,wangtzu,wangtzyy
wangba,wangpa,woangba
wangye,wangyeh,woangyeh
wanghou,wanghou,woanghow
wanglai,wanglai,woanglai
wangnian,wangnien,woangnian
wangjian,wangchien,wanqjiann
weiji,weichi,ueiji
weixie,weihsieh,ueishye
weibolu,weipolu,ueibolu
weishengsu,weishengsu,weishengsuh
weici,weitzu,weytsyy
weihe,weiho,weyher
wenyu,wenyu,wenyu
wopu,wopu,wohpuh
wuyun,wuyun,uyun
wubian,wupien,wubian
wuguan,wukuan,wuguan
wuxiao,wuhsiao,wushiaw
wudao,wutao,wuudao
wupin,wupin,wuhpiin
wu,wu,wuh
xibanyayu,hsipanyayu,shibanyayeu
xidu,hsitu,shidwu
xisheng,hsisheng,shisheng
xiyifen,hsiifen,shiiifeen
xiqu,hsichu,shihcheu
xibao,hsipao,shihbau
xijun,hsichun,shihjiun
xianfeng,hsienfeng,shianfeng
xian,hsien,shyan
xianchu,hsienchu,sheanchu
xian,hsien,shean
xianlu,hsienlu,shiannluh
xianru,hsienju,shiannruh
xiangsheng,hsiangsheng,sheangsheng
xiaohao,hsiaohao,shiauhaw
xiaomie,hsiaomieh,shiaumieh
xiaofei,hsiaofei,sheaufey
xiaomai,hsiaomai,sheaumay
xiaoyu,hsiaoyu,sheauyu
xiaolian,hsiaolien,shiawlean
xiaorong,hsiaojung,shiawrong
xiaosheng,hsiaosheng,shiawsheng
xiehui,hsiehhui,shyehuey
xieshang,hsiehshang,shyeshang
xietiao,hsiehtiao,shyetyau
xiezhu,hsiehchu,shyejuh
xiezilou,hsiehtzulou,shieetzyhlou
xiezitai,hsiehtzutai,shieetzyhtair
xinling,hsinling,shinling
xinyuan,hsinyuan,shinyuann
xinzang,hsintsang,shintzanq
xinzangbing,hsintsangping,shintzanqbinq
xinren,hsinjen,shinren
xinxing,hsinhsing,shinshing
xinyang,hsinyang,shinnyeang
xinyong,hsinyung,shinnyonq
xingwang,hsingwang,shingwanq
xingcheng,hsingcheng,shyngcherng
xing,hsing,shyng
xiong,hsiung,shiong
xiongshou,hsiungshou,shiongshoou
xiuche,hsiuche,shiouche
xiuzhen,hsiuchen,shiowjen
xuan,hsuan,shyuan
xuanzhuan,hsuanchuan,shyuanjoan
xuanba,hsuanpa,sheuanbar
xuanju,hsuanchu,sheuanjeu
xuehui,hsuehhui,shyuehuey
xueyuan,hsuehyuan,shyueyuan
xueguan,hsuehkuan,shiuehgoan
xueye,hsuehyeh,shiuehyeh
xunhuan,hsunhuan,shyunhwan
yapo,yapo,iapoh
yanhua,yanhua,ianhua
yan,yan,yan
yanhai,yanhai,yanhae
yanzhe,yanzhe,yanzhe
yanfa,yanfa,yanfa
yankan,yankan,yeankann
yanzou,yantsou,yeantzow
yanhui,yanhui,yannhuey
yang,yang,yang
yang,yang,yeang
yanglao,yanglao,yeanglao
yangqi,yangchi,yeangchih
yang,yang,yanq
yaopin,yaopin,yawpiin
yaoburan,yaopujan,yawbuhran
yaohao,yaohao,yawhao
yaome,yaome,yawme
yaosu,yaosu,yawsuh
ye,yeh,yee
yesheng,yehsheng,yeesheng
yiyao,iyao,iyaw
yici,itzu,itsyh
yilai,ilai,ilay
yiqi,ichi,yichih
yishi,ishih,yishyh
yihan,ihan,yihann
yifan,ifan,yihfan
yishi,ishih,yihshyr
yiren,ijen,yihren
yiti,iti,yihtyi
yichang,ichang,yihcharng
yixiangbudao,ihsiangputao,yihsheangbuhdaw
yiyuan,iyuan,yihyuann
yin,yin,in
yinsu,yinsu,insuh
yinmou,yinmou,inmou
yinying,yinying,inyiing
yinliang,yinliang,inlianq
yinxiang,yinhsiang,inshianq
yincang,yintsang,yiintsarng
yinsi,yinssu,yiinsy
yin,yin,yinn
yingxiong,yinghsiung,ingshyong
yinglai,yinglai,ynglai
yingmi,yingmi,yiingmi
yingxing,yinghsing,yiingshing
yingdui,yingtui,yinqduey
yingji,yingchi,yinqjyi
yongdezhao,yungdechao,yonqdejaur
yongfa,yungfa,yonqfaa
yongpin,yungpin,yonqpiin
yongxin,yunghsin,yonqshin
youzhi,yuchih,ioujyh
youren,yujen,youren
youwan,yuwan,youwan
youxiji,yuhsichi,youshihji
youxing,yuhsing,youshyng
youguan,yukuan,yeouguan
youmeiyou,yumeiyu,yeoumeiyeou
youshi,yushih,yeoushyh
yu,yu,yu
yule,yule,yuleh
yukuai,yukuai,yukuay
yu,yu,yeu
yuhangyuan,yuhangyuan,yeuharngyuan
yuyi,yui,yeui
yuyue,yuyueh,yuhiue
yuansu,yuansu,yuansuh
yuan,yuan,yuan
yuandi,yuanti,yuandih
yuan,yuan,yuan
yuangao,yuankao,yuangaw
yuanliang,yuanliang,yuanlianq
yuanzhubi,yuanchupi,yuanjubii
yuanzhu,yuanchu,yuanjuh
yuangu,yuanku,yuanguh
yuanfang,yuanfang,yeuanfang
yuanli,yuanli,yeuanli
yuanyuan,yuanyuan,yeuanyeuan
yueding,yuehting,iuedinq
yuequ,yuehchu,yuehcheu
yun,yun,iun
yunxu,yunhsu,yeunsheu
yunzuo,yuntso,yunntzuoh
yunche,yunche,yunnche
za,tsa,tzar
zaisheng,tsaisheng,tzaysheng
zaishuo,tsaishuo,tzayshuo
zaodao,tsaotao,tzaudaw
zaoshou,tsaoshou,tzaushow
zaoyu,tsaoyu,tzauyuh
zaowan,tsaowan,tzaowoan
zengjin,tsengchin,tzengjinn
zengzhi,tsengchih,tzengjyr
zha,cha,ja
zhashi,chashi,jashi
zha,cha,jah
zhadan,chatan,jahdann
zhayao,chayao,jahyaw
zhai,chai,jay
zhanju,chanchu,jannjiuh
zhanchang,chanchang,jannchaang
zhanshu,chanshu,jannshuh
zhanyou,chanyu,jannyeou
zhantai,chantai,janntair
zhang,chang,jang
zhang,chang,jaang
zhangsheng,changsheng,jaangsheng
zhang,chang,janq
zhanghu,changhu,janqhuh
zhang,chang,jaang
zhang’ai,changai,janqay
zhao,chao,jau
zhaopin,chaopin,jaupinn
zhaoyang,chaoyang,jawyanq
zhaoyao,chaoyao,jawyaw
zhexue,chehsueh,jershyue
zhejiushishuo,chechiushihshuo,jehjiowshyhshuo
zhen,chen,jenn
zhengduo,chengto,jengdwo
zhengdun,chengtun,jeengduenn
zhengzhi,chengchih,jeengjyh
zhengdang,chengtang,jenqdang
zhengce,chengtse,jenqtseh
zhengdang,chengtang,jenqdaang
zhengquan,chengchuan,jenqchyuan
zhengzhuang,chengchuang,jenqjuanq
zhilei,chihlei,jyley
zhicheng,chihcheng,jycheng
zhiyuan,chihyuan,jyyuan
zhi,chih,jy
zhiming,chihming,jyming
zhi,chih,jy
zhishengji,chihshengchi,jyrshengji
zhize,chihtse,jyrtzer
zhi,chih,jyy
zhide,chihte,jyyder
zhigu,chihku,jyyguh
zhiguan,chihkuan,jyygoan
zhiding,chihting,jyydinq
zhishu,chihshu,jyyshuh
zhitou,chihtou,jyytou
zhizhe,zhizhe,zhizhe
zhiyu,chihyu,jyhyu
zhibing,chihping,jyhbinq
zhihui,chihhui,jyhhuey
zhongdeng,chungteng,jongdeeng
zhonghua,chunghua,jonghwa
zhongqi,chungchi,jongchi
zhongwai,chungwai,jongway
zhongxin,chunghsin,jongshin
zhongtou,chungtou,jongtour
zhong,chung,joong
zhongzhong,chungchung,joongjoong
zhou,chou,jou
zhubao,chupao,jubao
zhuwei,chuwei,juwey
zhuchiren,chuchihjen,juuchyrren
zhujue,chuchueh,juujyue
zhuliu,chuliu,juuliou
zhu,chu,juu
zhuzhai,chuchai,juhjair
zhu,chu,juh
zhuzi,chuzi,juhzi
zhuyuan,chuyuan,juhyuann
zhuanyong,chuanyung,juanyonq
zhuan,chuan,juann
zhuan,chuan,juann
zhuanqian,chuanchien,juannchyan
zhuangbei,chuangpei,juangbey
zhuangguan,chuangkuan,juanqguan
zhuijiu,chuichiu,jueijiou
zhuo,cho,juo
zixun,tzuhsun,tzyshyun
zilaishui,tzulaishui,tzyhlaishoei
ziwo,tzuwo,tzyhwoo
zixue,tzuhsueh,tzyhshyue
ziyanziyu,tzuyantzuyu,tzyhyantzyhyeu
zongjiao,tsungchiao,tzongjiaw
zongbu,tsungpu,tzoongbuh
zongjian,tsungchien,tzoongjian
zongjingli,tsungchingli,tzoongjinglii
zongliang,tsungliang,tzoonglianq
zousi,tsoussu,tzoousy
zou,tsou,tzow
zujin,tsuchin,tzujin
zu,tsu,tzwu
zuyi,tsui,tzwuyii
zu,tsu,tzwu
zu,tsu,tzwu
zufu,tsufu,tzuufuh
zuguo,tsukuo,tzuugwo
zumu,tsumu,tzuumuu
zuan,tsuan,tzuann
zuijia,tsuichia,tzueyjia
zuizhong,tsuichung,tzueyjong
zui,tsui,tzuey
zuie,tsuie,tzueyeh
zuo,tso,tzuoh
zuofei,tsofei,tzuohfey
zuozhan,tsochan,tzuohjann
